,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,SOM120,MATH103,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,MKT346,MKT348,cluster_label,graduated
0,-0.7,-1.0,1.2999999999999998,1.2999999999999998,0.0,1.0,1.7000000000000002,0.0,0.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,0.7000000000000002,1.0,1.0,1.0,1.0,0,1
1,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,-2.0,1.0,-2.0,-2.0,0.2999999999999998,2.0,0.0,0.7000000000000002,1.7000000000000002,-0.30000000000000004,1.2999999999999998,0,1
2,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
3,0.0,1.0,2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,1.2999999999999998,-1.0,1.0,0.0,-2.0,-1.0,1.2999999999999998,0,1
4,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,-1.3,1.7000000000000002,1.0,0.7000000000000002,1.2999999999999998,1.2999999999999998,0,1
5,1.0,-2.0,1.0,2.0,0.0,-0.30000000000000004,1.7000000000000002,-2.0,0.2999999999999998,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
6,0.7000000000000002,-0.30000000000000004,1.7000000000000002,1.0,0.0,-1.0,1.0,-2.0,1.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,0.7000000000000002,-1.0,-2.0,-2.0,0,0
7,0.0,0.0,1.0,0.0,0.0,0.0,1.2999999999999998,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,0.7000000000000002,-0.30000000000000004,1.7000000000000002,1.2999999999999998,0.2999999999999998,0.7000000000000002,0,1
8,0.0,-2.0,0.0,-2.0,1.0,1.0,2.0,-2.0,2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
9,-2.0,-2.0,0.0,2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
10,1.0,2.0,2.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.7000000000000002,0.2999999999999998,0.7000000000000002,0.0,-0.30000000000000004,0.0,1.0,0,1
11,2.0,0.2999999999999998,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,2.0,-0.30000000000000004,1.0,1.0,1.0,0.0,1.0,0,1
12,1.0,0.0,-2.0,2.0,-2.0,-2.0,-2.0,1.2999999999999998,2.0,-2.0,-2.0,-2.0,-2.0,2.0,-1.3,0.7000000000000002,-2.0,-2.0,1.2999999999999998,1,0
13,1.0,-2.0,1.0,2.0,1.0,-2.0,1.7000000000000002,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,-2.0,0.7000000000000002,0.7000000000000002,-0.30000000000000004,0.7000000000000002,0.2999999999999998,0,1
14,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,-0.7,-1.3,0.0,0.0,-1.0,0.2999999999999998,0,0
15,0.0,-0.7,-0.30000000000000004,-2.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.7000000000000002,-0.7,-0.7,0.0,-0.7,-0.30000000000000004,-2.0,1,0
16,1.0,0.0,2.0,2.0,1.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,-0.30000000000000004,-2.0,1.2999999999999998,-0.30000000000000004,0.7000000000000002,-1.0,0,0
17,-1.0,0.2999999999999998,0.2999999999999998,2.0,0.2999999999999998,-1.3,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,0.7000000000000002,-2.0,0.0,0.0,0.0,0.7000000000000002,0.7000000000000002,0,0
18,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
19,1.0,1.0,-2.0,1.0,0.0,0.0,0.7000000000000002,-2.0,-1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,0.2999999999999998,1,0
20,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
21,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,1.0,2.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
22,1.0,0.7000000000000002,1.2999999999999998,2.0,1.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,0.2999999999999998,-0.7,0.0,0.2999999999999998,1.7000000000000002,1.0,-0.30000000000000004,0,1
23,-2.0,0.0,0.0,1.0,1.7000000000000002,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2999999999999998,0,1
24,1.0,0.0,0.2999999999999998,2.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,1.0,0.7000000000000002,1.2999999999999998,1.0,-2.0,0.2999999999999998,0.7000000000000002,0,1
25,-1.3,-2.0,-2.0,0.0,-1.3,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
26,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
27,-2.0,-2.0,1.7000000000000002,0.7000000000000002,1.7000000000000002,1.2999999999999998,1.7000000000000002,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,0.0,-0.30000000000000004,-2.0,-2.0,0.2999999999999998,0.0,1.2999999999999998,0,1
28,-1.0,-2.0,1.0,2.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
29,1.0,-0.30000000000000004,1.0,2.0,2.0,1.7000000000000002,1.0,-2.0,1.0,-2.0,-2.0,1.0,1.7000000000000002,1.7000000000000002,1.2999999999999998,1.0,1.0,0.2999999999999998,1.2999999999999998,0,1
30,1.0,0.0,2.0,-2.0,-0.7,0.0,1.7000000000000002,-2.0,1.0,-2.0,-2.0,0.0,0.7000000000000002,-0.7,0.0,0.0,1.7000000000000002,0.0,0.0,0,1
31,0.0,1.0,0.7000000000000002,1.2999999999999998,0.2999999999999998,1.0,2.0,0.0,1.7000000000000002,-2.0,-2.0,-2.0,1.0,0.7000000000000002,1.0,1.0,1.2999999999999998,1.0,1.0,0,1
32,2.0,0.0,1.0,2.0,0.7000000000000002,0.0,2.0,-2.0,1.2999999999999998,-2.0,-2.0,1.7000000000000002,1.0,-2.0,0.0,0.0,0.2999999999999998,-2.0,1.2999999999999998,0,1
33,0.0,1.0,1.0,2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,0.7000000000000002,1.2999999999999998,-0.30000000000000004,0.7000000000000002,1.0,-0.7,0,0
34,0.0,0.0,2.0,2.0,-1.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-1.0,0.0,0.7000000000000002,-0.30000000000000004,0.2999999999999998,1.0,0,1
35,-1.0,-2.0,-2.0,2.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
36,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
37,1.0,0.0,2.0,1.0,1.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,1.0,1.7000000000000002,1.0,0.2999999999999998,1.7000000000000002,0,1
38,-2.0,-2.0,0.7000000000000002,-2.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
39,0.0,-2.0,0.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.2999999999999998,2.0,1.0,0.2999999999999998,-0.7,-2.0,0.0,0,1
40,0.0,-1.3,1.0,2.0,2.0,0.2999999999999998,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,0.0,1.0,1.0,0.7000000000000002,0.2999999999999998,0.0,0,1
41,2.0,2.0,1.0,1.0,1.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,1.7000000000000002,0.0,1.0,2.0,1.7000000000000002,0,1
42,0.2999999999999998,-2.0,-2.0,1.0,0.2999999999999998,2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,1,0
43,2.0,2.0,-2.0,2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,2.0,-2.0,-2.0,2.0,0,0
44,1.0,0.0,-0.30000000000000004,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,-0.7,0.0,0.0,0.0,-2.0,1.0,0,1
45,1.0,0.0,1.0,1.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,2.0,1.0,0.7000000000000002,-0.30000000000000004,0.0,1.2999999999999998,-1.0,0.7000000000000002,0,1
46,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
47,1.7000000000000002,2.0,-2.0,2.0,1.0,-0.30000000000000004,1.0,-2.0,2.0,-2.0,-2.0,2.0,0.2999999999999998,2.0,0.7000000000000002,-2.0,0.0,-2.0,-2.0,0,0
48,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,1.7000000000000002,1.0,1.0,1.0,0.0,1.0,1.0,0,1
49,1.0,0.0,2.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.7000000000000002,2.0,0.7000000000000002,0.2999999999999998,0.7000000000000002,0.7000000000000002,1.0,0,0
50,1.0,0.0,1.0,-2.0,0.0,1.0,2.0,-2.0,1.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
51,1.0,0.0,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,0.2999999999999998,0.0,-0.30000000000000004,1.0,0.0,0.0,0,1
52,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
53,1.0,0.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,1,0
54,2.0,2.0,0.7000000000000002,1.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,0.7000000000000002,0.2999999999999998,0.7000000000000002,0.0,0.2999999999999998,1.0,0,1
55,-2.0,-2.0,1.0,0.0,0.0,-1.0,1.2999999999999998,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
56,1.0,1.0,2.0,2.0,0.0,0.0,1.0,-2.0,2.0,-1.0,-2.0,1.0,1.2999999999999998,-1.0,0.0,0.2999999999999998,0.2999999999999998,0.0,1.0,0,1
57,-2.0,-2.0,-2.0,1.0,1.0,-2.0,1.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
58,-2.0,-2.0,-2.0,2.0,1.7000000000000002,1.2999999999999998,1.7000000000000002,1.2999999999999998,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
59,-2.0,1.7000000000000002,1.0,2.0,0.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
60,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
61,1.0,0.0,2.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,-0.30000000000000004,0.7000000000000002,-2.0,-0.30000000000000004,1.7000000000000002,0,1
62,1.0,-2.0,0.0,2.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-1.3,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
63,1.0,0.0,1.0,1.0,0.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0,1
64,1.0,-1.0,0.0,1.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
65,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-2.0,1.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
66,1.0,1.7000000000000002,0.0,2.0,0.7000000000000002,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0,1
67,-2.0,0.0,1.0,1.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,0.2999999999999998,-0.30000000000000004,1.0,0.7000000000000002,0.2999999999999998,0,1
68,1.0,-1.0,-0.30000000000000004,0.7000000000000002,-1.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-2.0,0.0,1.0,-1.0,-2.0,-2.0,0,0
69,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
70,-2.0,0.0,0.7000000000000002,0.0,1.0,0.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,0.0,0.0,-2.0,0.2999999999999998,0.0,0.0,-2.0,-1.0,0,1
71,0.2999999999999998,0.0,2.0,1.0,1.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,2.0,1.0,0.0,1.2999999999999998,1.7000000000000002,0.0,1.0,1.0,0,0
72,2.0,0.0,2.0,2.0,1.0,1.0,2.0,-2.0,1.2999999999999998,-2.0,-2.0,1.0,0.0,-0.30000000000000004,0.0,0.0,-1.0,0.0,1.2999999999999998,0,1
73,-2.0,-2.0,1.0,0.0,-1.0,-1.0,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,1,0
74,-2.0,-2.0,-1.3,2.0,1.0,2.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
75,0.0,1.0,1.0,2.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,1.0,0.7000000000000002,1.0,0.0,1.0,1.2999999999999998,0,1
76,0.0,1.0,1.2999999999999998,-2.0,1.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,0,0
77,0.0,1.0,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.7000000000000002,0.2999999999999998,1.0,0.7000000000000002,0.0,1.2999999999999998,1.0,0,1
78,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-1.0,0.7000000000000002,1.0,-0.30000000000000004,-1.0,-0.30000000000000004,-2.0,-2.0,0,0
79,-1.0,-0.7,0.0,-2.0,0.2999999999999998,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-0.7,1.2999999999999998,1.0,0.7000000000000002,0.7000000000000002,2.0,0,1
80,1.0,0.2999999999999998,1.2999999999999998,2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,2.0,1.2999999999999998,2.0,2.0,1.7000000000000002,2.0,0,1
81,2.0,2.0,2.0,-2.0,1.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,1.7000000000000002,0,1
82,-2.0,-2.0,1.0,2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
83,0.0,1.0,1.0,1.0,1.0,1.0,-2.0,-1.0,0.0,-2.0,-2.0,-2.0,0.7000000000000002,-0.30000000000000004,0.7000000000000002,0.2999999999999998,-0.7,0.0,1.0,0,1
84,2.0,1.0,2.0,2.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-2.0,1.0,0.0,-0.30000000000000004,1.0,0.2999999999999998,0,0
85,-2.0,1.0,2.0,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-0.30000000000000004,0.2999999999999998,0.0,-0.30000000000000004,-2.0,0.0,0,0
86,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
87,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
88,-2.0,-2.0,-0.30000000000000004,2.0,0.0,1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
89,-2.0,-2.0,0.0,2.0,-1.0,0.2999999999999998,1.7000000000000002,-1.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
90,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,-2.0,-2.0,2.0,1.0,2.0,1.0,1.2999999999999998,0.7000000000000002,1.2999999999999998,1.7000000000000002,0,1
91,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
92,0.0,-1.0,0.0,1.0,-2.0,-1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-1.0,1.0,0.0,-0.30000000000000004,-0.30000000000000004,0.2999999999999998,0,1
93,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,-2.0,0.0,-2.0,-2.0,-0.30000000000000004,0.0,1.0,1.0,0.7000000000000002,0.2999999999999998,1.2999999999999998,0.2999999999999998,0,1
94,0.0,1.0,1.2999999999999998,0.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,-1.3,0.7000000000000002,0.0,0.7000000000000002,1.7000000000000002,-0.7,1.0,1.0,0,1
95,0.0,-2.0,1.0,0.0,-2.0,0.0,1.0,-1.0,0.2999999999999998,-2.0,-2.0,-2.0,0.0,-2.0,0.0,-1.0,2.0,0.2999999999999998,0.7000000000000002,0,1
96,0.0,-1.0,-0.30000000000000004,2.0,-0.7,-1.0,1.0,-0.30000000000000004,0.7000000000000002,-2.0,-2.0,-2.0,0.7000000000000002,-1.3,-2.0,0.7000000000000002,-0.30000000000000004,-1.0,-2.0,0,0
97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,2.0,-2.0,-2.0,0.0,1.7000000000000002,0.0,1.2999999999999998,1.0,1.0,0.0,0.7000000000000002,0,1
98,-2.0,-2.0,0.0,1.7000000000000002,-2.0,-2.0,0.2999999999999998,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
99,0.0,-0.7,2.0,2.0,2.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,1.0,1.7000000000000002,-2.0,0.0,1.0,0.0,-2.0,-2.0,0,0
100,-2.0,-1.0,-2.0,1.2999999999999998,-2.0,0.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,0.0,-0.7,-1.0,-1.3,-0.7,0.7000000000000002,0,1
101,-2.0,-2.0,-2.0,-2.0,0.0,-0.30000000000000004,1.7000000000000002,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
102,1.0,0.0,2.0,2.0,1.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,-1.0,0.7000000000000002,0.0,-0.30000000000000004,0.0,0.0,0,1
103,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
104,2.0,0.0,2.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,1.0,1.7000000000000002,1.0,1.0,1.2999999999999998,2.0,2.0,0,1
105,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
106,0.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.2999999999999998,-1.3,-0.30000000000000004,1.0,0.0,1.0,1.0,0,1
107,-2.0,-2.0,2.0,2.0,1.0,1.0,2.0,-2.0,2.0,-2.0,-2.0,1.2999999999999998,1.0,2.0,1.2999999999999998,1.2999999999999998,1.0,1.7000000000000002,2.0,0,1
108,-2.0,-2.0,-2.0,1.7000000000000002,1.0,-2.0,1.2999999999999998,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
109,0.0,-1.3,0.2999999999999998,2.0,0.2999999999999998,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.7000000000000002,-0.7,0.0,0.7000000000000002,0,1
110,1.0,1.0,-0.7,1.2999999999999998,-1.0,-0.7,0.0,-2.0,0.7000000000000002,-2.0,-2.0,0.2999999999999998,0.2999999999999998,0.2999999999999998,1.0,0.0,-0.30000000000000004,0.2999999999999998,0.2999999999999998,0,1
111,0.0,0.0,0.2999999999999998,0.7000000000000002,-2.0,1.0,-2.0,-2.0,2.0,-2.0,-2.0,1.0,1.2999999999999998,-0.7,0.0,-2.0,-1.0,-2.0,-2.0,0,0
112,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
113,2.0,2.0,-2.0,1.0,2.0,0.0,0.7000000000000002,-2.0,1.0,-2.0,-2.0,2.0,0.0,2.0,0.7000000000000002,0.0,0.2999999999999998,0.0,-0.30000000000000004,0,1
114,-1.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
115,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,1.7000000000000002,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
116,-1.3,-2.0,-0.30000000000000004,0.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.2999999999999998,-0.7,-2.0,-2.0,1,0
117,-0.30000000000000004,-2.0,-1.0,0.0,-1.0,-1.0,1.7000000000000002,-2.0,1.0,-2.0,-2.0,-1.0,0.2999999999999998,0.0,1.2999999999999998,1.2999999999999998,-0.7,-2.0,-2.0,0,0
118,1.0,-1.0,0.0,0.0,0.0,-1.0,1.2999999999999998,-2.0,0.7000000000000002,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,1,0
119,-2.0,-2.0,-2.0,2.0,1.0,1.7000000000000002,1.7000000000000002,-2.0,0.2999999999999998,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
120,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,1.7000000000000002,-2.0,1.0,1.2999999999999998,0.2999999999999998,1.7000000000000002,1.2999999999999998,0,1
121,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
122,0.0,-2.0,0.2999999999999998,1.2999999999999998,1.0,-1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.7000000000000002,-1.3,0.0,0.0,0.0,0.0,1.2999999999999998,0,1
123,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
124,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
125,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
126,1.0,0.2999999999999998,1.7000000000000002,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,1.0,2.0,1.7000000000000002,2.0,2.0,2.0,2.0,0,1
127,-2.0,0.0,1.0,2.0,0.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,1.2999999999999998,1.0,0.7000000000000002,-2.0,-0.7,0.0,1.0,0,1
128,2.0,0.0,1.7000000000000002,2.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,1.0,1.0,-2.0,1.2999999999999998,1.7000000000000002,0.0,1.2999999999999998,1.2999999999999998,0,1
129,-1.0,-2.0,1.0,1.0,0.0,0.0,1.0,-1.3,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,1,0
130,1.0,1.0,0.0,2.0,1.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,-0.30000000000000004,-2.0,1.0,-2.0,-2.0,-2.0,0,0
