,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,BLAW308,cluster_label,graduated
0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-0.30000000000000004,-0.7,-0.7,0.0,0,0
1,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
3,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
4,-2.0,2.0,-2.0,2.0,2.0,0.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,1,0
5,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
6,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,0.7000000000000002,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
7,1.2999999999999998,0.2999999999999998,1.2999999999999998,2.0,2.0,1.0,-2.0,0.0,1.7000000000000002,-2.0,-2.0,-2.0,1.2999999999999998,1.0,1.2999999999999998,1.0,-2.0,1.7000000000000002,0,1
8,1.7000000000000002,-2.0,2.0,1.0,2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-0.30000000000000004,1.2999999999999998,-0.30000000000000004,0.7000000000000002,1.2999999999999998,0,1
9,1.2999999999999998,0.7000000000000002,1.2999999999999998,0.7000000000000002,0.0,1.2999999999999998,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,1.0,-2.0,1.7000000000000002,1.0,1.7000000000000002,1.0,1.0,0,1
10,0.0,1.0,1.2999999999999998,1.2999999999999998,0.2999999999999998,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.7000000000000002,1.0,1.0,-0.30000000000000004,2.0,0.7000000000000002,0,1
11,0.0,-2.0,1.0,-2.0,0.0,0.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,1.0,1.0,-2.0,0.2999999999999998,0.0,0.0,1.0,0,1
12,1.0,2.0,-2.0,2.0,1.2999999999999998,1.2999999999999998,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-0.30000000000000004,1.0,1.0,-1.0,0,1
13,1.2999999999999998,-2.0,1.2999999999999998,2.0,0.0,0.0,2.0,0.2999999999999998,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
14,1.0,1.0,1.0,2.0,0.0,1.0,-1.0,0.0,-2.0,-2.0,-2.0,0.0,1.7000000000000002,-0.30000000000000004,-0.30000000000000004,0.2999999999999998,0.0,-2.0,0,0
15,1.0,0.0,0.2999999999999998,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,1.0,0.7000000000000002,0.2999999999999998,1.0,0.7000000000000002,0,0
16,0.0,-2.0,2.0,1.2999999999999998,1.2999999999999998,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-0.7,2.0,2.0,0,0
17,-2.0,-2.0,-2.0,1.2999999999999998,0.7000000000000002,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
18,-1.0,-1.0,-0.30000000000000004,2.0,-2.0,0.0,2.0,1.0,-1.3,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
19,1.7000000000000002,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,2.0,2.0,1.7000000000000002,-2.0,1.7000000000000002,0,1
20,-2.0,1.0,2.0,2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,1.0,0.7000000000000002,1.2999999999999998,1.7000000000000002,-2.0,1.2999999999999998,0,1
21,0.0,2.0,1.0,2.0,-1.0,2.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-0.30000000000000004,0.2999999999999998,0.0,0,0
22,0.0,1.0,1.0,-2.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,2.0,1.0,-1.0,0.0,0.7000000000000002,0.2999999999999998,1.0,0,1
23,1.0,0.0,0.0,2.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,1.0,-0.30000000000000004,0.0,-0.30000000000000004,0.2999999999999998,0.2999999999999998,0,0
24,-2.0,-2.0,-0.30000000000000004,2.0,0.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
25,1.0,-2.0,2.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,1.7000000000000002,1.0,-2.0,-2.0,-2.0,1.0,0,0
26,1.0,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,1.7000000000000002,0.0,1.0,-0.30000000000000004,-0.30000000000000004,0,1
27,-0.30000000000000004,-1.0,0.0,2.0,0.0,0.0,1.7000000000000002,1.0,-2.0,-2.0,-2.0,0.7000000000000002,1.0,-0.7,1.2999999999999998,0.0,-2.0,0.0,0,0
28,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
29,0.0,1.0,0.0,0.2999999999999998,-0.7,-0.7,-2.0,0.2999999999999998,0.7000000000000002,-2.0,-2.0,-2.0,0.7000000000000002,-2.0,1.2999999999999998,0.7000000000000002,0.2999999999999998,0.0,0,1
30,-1.0,-2.0,1.2999999999999998,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,1,0
31,2.0,-2.0,2.0,1.2999999999999998,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,2.0,2.0,-0.30000000000000004,0.0,-2.0,-1.0,0,1
32,2.0,2.0,2.0,1.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0,0
33,0.2999999999999998,-2.0,2.0,1.0,1.0,0.0,1.0,0.2999999999999998,-2.0,-2.0,-2.0,0.0,1.2999999999999998,-0.30000000000000004,0.0,0.0,0.0,0.0,0,0
34,1.0,-2.0,0.2999999999999998,2.0,1.0,1.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0.0,1.0,0.2999999999999998,-2.0,1.7000000000000002,0,1
35,-1.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
36,0.0,1.0,2.0,-2.0,0.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.2999999999999998,0,0
37,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
38,1.0,-1.3,0.7000000000000002,2.0,-1.0,-1.0,2.0,1.2999999999999998,-2.0,-2.0,-2.0,0.7000000000000002,1.0,0.0,0.0,-1.0,0.2999999999999998,0.2999999999999998,0,1
39,0.0,-1.0,0.0,1.0,2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.7000000000000002,1.0,1.2999999999999998,-2.0,0,0
40,1.0,1.0,1.0,1.0,1.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-0.30000000000000004,1.0,0.7000000000000002,2.0,1.0,1.0,1.0,0,1
41,0.0,-1.0,1.0,2.0,0.0,1.0,2.0,0.0,-2.0,-2.0,-2.0,0.0,0.2999999999999998,-2.0,-2.0,-1.0,-1.0,-2.0,0,0
42,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
43,-2.0,0.7000000000000002,0.2999999999999998,1.0,0.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-0.7,-0.30000000000000004,0.0,-0.7,-2.0,0,0
44,0.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
45,0.0,-1.0,0.2999999999999998,1.0,-0.30000000000000004,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.2999999999999998,0.7000000000000002,-0.30000000000000004,0.0,0,1
46,-0.30000000000000004,-0.30000000000000004,-1.0,1.7000000000000002,-1.0,-0.7,0.7000000000000002,1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,1,0
47,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,-2.0,-2.0,-2.0,2.0,0.2999999999999998,0.7000000000000002,1.2999999999999998,1.0,0.0,1.0,0,1
48,-1.0,1.0,0.0,1.2999999999999998,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.2999999999999998,0.7000000000000002,0.2999999999999998,0.0,0.0,2.0,0,1
49,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,2.0,0.0,0.7000000000000002,0.2999999999999998,0.7000000000000002,0.0,0,1
50,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,2.0,1.0,-1.3,0.0,-0.30000000000000004,0,0
51,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
52,2.0,1.0,1.0,1.0,-2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,1.0,0.7000000000000002,0.0,0.7000000000000002,-2.0,0,0
53,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
54,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
55,0.0,-0.7,0.2999999999999998,2.0,0.2999999999999998,0.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,1.7000000000000002,-0.30000000000000004,0.0,1.0,-0.30000000000000004,0.0,0,1
56,1.0,1.0,2.0,2.0,0.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0,0
57,-2.0,-2.0,0.0,2.0,-2.0,-1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,-2.0,2.0,1,0
58,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
59,-2.0,0.0,-0.7,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,-2.0,-2.0,-1.3,-2.0,1,0
60,-2.0,-2.0,0.0,1.7000000000000002,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-0.30000000000000004,-0.30000000000000004,-2.0,0.0,1,1
61,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
62,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
63,0.0,-1.3,1.0,1.7000000000000002,-2.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-1.3,-1.3,-0.30000000000000004,0.0,0,0
64,0.7000000000000002,1.2999999999999998,1.0,1.2999999999999998,1.2999999999999998,0.2999999999999998,2.0,2.0,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
65,-2.0,-2.0,0.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
66,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
67,0.0,-0.30000000000000004,2.0,0.7000000000000002,0.0,0.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,0.0,0.7000000000000002,-0.30000000000000004,0.0,0,0
68,0.0,1.0,-2.0,-2.0,0.7000000000000002,0.7000000000000002,2.0,0.7000000000000002,-2.0,-2.0,-2.0,2.0,1.7000000000000002,-1.0,1.7000000000000002,1.7000000000000002,0.2999999999999998,1.0,0,1
69,-0.30000000000000004,0.0,0.2999999999999998,0.7000000000000002,0.0,-0.30000000000000004,0.0,1.0,-2.0,-2.0,-2.0,0.7000000000000002,2.0,1.0,1.7000000000000002,1.0,0.2999999999999998,-2.0,0,0
70,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-1.3,0.0,1.0,0.0,0.7000000000000002,0,1
71,0.2999999999999998,2.0,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,-2.0,1.2999999999999998,0.7000000000000002,-2.0,1.2999999999999998,0,0
72,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
73,-2.0,-2.0,-2.0,1.0,1.0,-2.0,1.7000000000000002,-1.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1,0
74,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
75,1.0,-0.30000000000000004,1.0,1.0,0.2999999999999998,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.7000000000000002,1.0,0.0,0.0,0,1
76,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
77,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
78,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,-0.7,1.2999999999999998,0.0,-0.30000000000000004,0.0,0,1
79,-2.0,-2.0,-2.0,-1.3,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
80,1.0,1.0,1.0,-2.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,0.0,0.0,0.0,0.0,-2.0,0,1
81,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
82,-1.0,-0.7,-0.7,2.0,-1.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,2.0,-0.7,-2.0,-2.0,0.2999999999999998,0,1
83,2.0,2.0,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,0.0,-2.0,0.7000000000000002,-2.0,0.7000000000000002,0,1
84,1.0,2.0,1.0,2.0,1.0,2.0,1.2999999999999998,0.0,-2.0,-2.0,-2.0,2.0,0.2999999999999998,-2.0,1.2999999999999998,0.0,0.0,0.0,0,0
85,-0.30000000000000004,-1.0,0.0,0.2999999999999998,0.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,1.0,0.7000000000000002,0.2999999999999998,-2.0,0.2999999999999998,0,1
86,2.0,2.0,1.2999999999999998,2.0,-2.0,0.7000000000000002,2.0,1.7000000000000002,1.2999999999999998,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
87,0.0,1.0,0.2999999999999998,1.7000000000000002,0.2999999999999998,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.2999999999999998,-2.0,0.0,-0.7,0.0,-0.30000000000000004,0,1
88,1.0,1.7000000000000002,1.0,1.2999999999999998,1.0,0.2999999999999998,1.7000000000000002,1.7000000000000002,-2.0,-2.0,-2.0,1.7000000000000002,1.2999999999999998,2.0,1.0,0.7000000000000002,0.2999999999999998,0.7000000000000002,0,1
89,0.0,2.0,-2.0,2.0,0.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
90,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,-2.0,-2.0,-2.0,2.0,0.2999999999999998,-2.0,1.0,0.0,0.7000000000000002,1.2999999999999998,0,0
91,1.0,-2.0,1.0,-2.0,1.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,2.0,0.2999999999999998,0.0,0.0,0.0,-0.7,0.0,0,0
92,1.0,0.0,0.0,2.0,0.0,0.0,1.7000000000000002,2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,-0.7,0.7000000000000002,0.2999999999999998,-0.30000000000000004,0,0
93,-2.0,-1.0,1.2999999999999998,2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,1.2999999999999998,-0.30000000000000004,0.0,-0.7,-0.30000000000000004,0,1
94,-2.0,-2.0,0.0,2.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
95,0.0,0.0,0.2999999999999998,2.0,0.0,0.2999999999999998,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-0.30000000000000004,0.0,0.0,0.7000000000000002,0,1
96,-2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
97,2.0,1.0,1.2999999999999998,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,1.0,1.0,0.0,0.7000000000000002,1.0,0.7000000000000002,0,0
98,0.0,0.0,0.0,1.0,-0.30000000000000004,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.2999999999999998,1.0,-1.0,0,0
99,0.0,1.0,1.0,2.0,0.0,0.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1
100,1.0,-0.30000000000000004,0.0,2.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,1.0,-2.0,0.0,0.7000000000000002,0,0
101,0.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1,0
102,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
103,0.0,-0.30000000000000004,-2.0,1.7000000000000002,-1.0,-1.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,0.0,0.7000000000000002,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,1,0
104,2.0,1.0,2.0,1.0,2.0,1.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,0,0
105,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
106,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,0.7000000000000002,0.7000000000000002,0.7000000000000002,0.0,1.2999999999999998,0,1
107,1.0,-2.0,0.7000000000000002,2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,0.7000000000000002,1.2999999999999998,-2.0,-2.0,1,0
108,0.0,-1.3,0.0,0.0,2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,-0.30000000000000004,2.0,-0.30000000000000004,0.0,0.7000000000000002,0,1
109,0.0,0.0,1.7000000000000002,-2.0,1.0,-1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,0.7000000000000002,1.0,0.0,0.0,0.0,0,1
110,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
111,0.2999999999999998,-0.30000000000000004,2.0,1.7000000000000002,-1.0,0.0,-0.7,0.7000000000000002,-2.0,-2.0,-2.0,0.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,2.0,0,0
112,-2.0,-2.0,1.0,-2.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
113,2.0,-0.30000000000000004,2.0,1.0,2.0,2.0,2.0,-2.0,-2.0,-1.0,-2.0,1.0,0.7000000000000002,0.0,0.2999999999999998,1.2999999999999998,-2.0,-2.0,0,1
114,2.0,1.0,0.2999999999999998,0.7000000000000002,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,0,0
115,0.0,-2.0,1.0,-2.0,1.2999999999999998,-2.0,2.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
116,0.0,1.0,-0.30000000000000004,2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.30000000000000004,1,0
117,0.0,0.7000000000000002,0.0,2.0,1.0,1.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,-0.30000000000000004,0.7000000000000002,1.2999999999999998,0.2999999999999998,0.0,0,1
118,0.0,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-0.30000000000000004,-1.0,-0.7,-2.0,0,0
119,1.0,-0.7,2.0,1.7000000000000002,0.2999999999999998,0.0,2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-1.0,0.7000000000000002,1.0,-0.30000000000000004,0.2999999999999998,0,1
120,-2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,1.2999999999999998,0.0,-0.7,1.0,0,0
121,-2.0,-2.0,1.2999999999999998,0.0,-1.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
122,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,2.0,0.7000000000000002,0.7000000000000002,0.7000000000000002,2.0,0.0,0.0,0,0
123,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,2.0,1.2999999999999998,2.0,1.0,0,1
124,-2.0,0.0,1.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
125,1.0,2.0,1.7000000000000002,2.0,1.0,0.7000000000000002,2.0,2.0,1.7000000000000002,-2.0,-2.0,-2.0,1.0,0.2999999999999998,1.2999999999999998,1.0,-2.0,0.0,0,1
126,1.0,1.0,2.0,2.0,1.0,1.0,2.0,-2.0,-2.0,0.0,-2.0,2.0,1.2999999999999998,0.2999999999999998,1.0,0.0,2.0,0.0,0,0
127,0.2999999999999998,-2.0,-0.30000000000000004,1.2999999999999998,-1.0,0.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,1,0
128,1.0,1.0,2.0,2.0,1.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,2.0,1.0,1.2999999999999998,0.2999999999999998,1.0,0.7000000000000002,0.7000000000000002,0,0
129,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
130,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.2999999999999998,0.0,-0.7,0,1
131,-2.0,-2.0,-2.0,1.0,-1.3,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
132,-2.0,-2.0,-2.0,1.0,-1.0,0.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-1.0,-0.30000000000000004,-2.0,1,0
133,0.0,1.0,1.0,-0.30000000000000004,1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
134,1.0,1.0,2.0,1.0,0.0,0.0,2.0,-2.0,1.0,-2.0,-2.0,-2.0,1.2999999999999998,1.0,1.0,1.0,1.2999999999999998,1.0,0,1
135,0.2999999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.30000000000000004,-2.0,-2.0,-2.0,1.2999999999999998,1.0,1.0,0.2999999999999998,-0.7,1.0,0,1
136,0.0,1.0,1.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,2.0,1.2999999999999998,2.0,2.0,1.0,0,1
137,1.0,1.0,1.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,0.0,0.7000000000000002,0.0,0.7000000000000002,-2.0,0,0
138,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
