,ACCT220,ECON309,ECON310,ECON311,ECON401,ENGL205,ENGL305,ENGL306,ECON160,ECON161,MATH103,MATH150A,MATH255A,MATH140,SOM120,cluster_label,graduated
788,1.0,0.0,1.7000000000000002,0.2999999999999998,-0.30000000000000004,-2.0,-2.0,-2.0,2.0,2.0,-2.0,0.0,0.0,2.0,-2.0,1,1
789,1.0,-1.0,-0.7,0.0,0.7000000000000002,-2.0,-2.0,0.7000000000000002,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1,1
790,2.0,-1.0,-2.0,-1.0,-1.3,-2.0,0.2999999999999998,-2.0,-0.30000000000000004,0.0,-2.0,0.0,0.0,1.0,-2.0,0,0
791,1.0,0.0,0.7000000000000002,0.0,-1.0,-2.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,1,1
792,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,0,0
793,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
794,0.2999999999999998,1.0,1.0,1.2999999999999998,0.0,1.7000000000000002,-2.0,-2.0,0.7000000000000002,0.7000000000000002,0.0,-2.0,-2.0,2.0,-2.0,1,0
795,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,0.2999999999999998,-2.0,-2.0,-2.0,-0.7,-2.0,0,0
796,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
797,-0.30000000000000004,1.0,0.7000000000000002,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,0.0,-2.0,1,1
798,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,0,0
799,0.2999999999999998,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.2999999999999998,-2.0,-2.0,-2.0,2.0,-2.0,0,0
800,2.0,2.0,2.0,1.7000000000000002,1.0,-2.0,-2.0,-2.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,1,1
801,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,-2.0,0,0
802,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0,0
803,1.0,2.0,1.0,2.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,1,1
804,0.0,2.0,1.0,-1.0,1.7000000000000002,-2.0,-2.0,-2.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,-1.3,1,1
805,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,0,0
806,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
807,2.0,1.0,0.2999999999999998,2.0,-0.30000000000000004,-2.0,2.0,-2.0,2.0,2.0,1.7000000000000002,-2.0,-2.0,0.0,-2.0,1,1
808,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.2999999999999998,-2.0,-2.0,-2.0,0.0,-2.0,0,0
809,2.0,1.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,0
810,0.0,2.0,1.7000000000000002,1.2999999999999998,0.7000000000000002,1.0,-2.0,-2.0,2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,1,0
811,1.0,2.0,1.7000000000000002,2.0,-2.0,-2.0,1.2999999999999998,-2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,-2.0,1,0
812,2.0,1.0,1.0,1.2999999999999998,1.0,1.0,-2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,1,1
813,0.0,-1.0,-1.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,0.0,0.0,-1.0,-2.0,0,1
814,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,0,0
815,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,2.0,0.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,0,0
816,0.0,1.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,-2.0,1,1
817,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,0.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,0,0
818,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
819,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,1
820,-1.0,1.0,1.2999999999999998,0.2999999999999998,0.2999999999999998,-2.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-1.0,1,0
821,1.0,-2.0,0.0,-0.30000000000000004,-1.0,-2.0,-2.0,-2.0,2.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
822,1.0,-1.0,-1.0,0.2999999999999998,1.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,2.0,-2.0,1,1
823,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,-2.0,0.0,1.0,-2.0,0,0
824,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
825,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
826,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0,0
827,-2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,1
828,2.0,1.0,1.7000000000000002,0.0,0.2999999999999998,-2.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
829,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,1.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0,0
830,1.0,2.0,2.0,1.7000000000000002,1.7000000000000002,2.0,-2.0,-2.0,1.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,1,1
831,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,0,0
832,2.0,1.0,1.0,0.7000000000000002,0.0,1.0,-2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
833,1.0,1.0,1.7000000000000002,0.0,1.0,-2.0,-2.0,-2.0,2.0,1.0,1.0,-2.0,-2.0,0.0,-2.0,1,1
834,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0,0
835,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
836,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
837,2.0,1.0,0.7000000000000002,1.0,1.0,1.7000000000000002,-2.0,-2.0,2.0,0.0,-2.0,0.0,0.0,2.0,-2.0,1,0
838,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,0,0
839,0.0,-0.7,-0.30000000000000004,-1.0,-1.3,0.0,-2.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,-2.0,0,0
840,0.0,0.0,0.7000000000000002,-0.30000000000000004,0.0,-2.0,-2.0,-2.0,1.7000000000000002,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,1.0,1,1
841,0.0,-2.0,-1.3,-1.3,-2.0,1.0,-2.0,-2.0,0.0,2.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,0,0
842,-2.0,1.7000000000000002,-2.0,2.0,-2.0,1.7000000000000002,-2.0,-2.0,2.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,1,0
843,-0.7,-1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,0,1
844,0.0,1.0,2.0,1.2999999999999998,1.2999999999999998,-2.0,-2.0,-2.0,1.0,0.7000000000000002,-2.0,1.0,-2.0,0.2999999999999998,-2.0,1,1
845,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,2.0,-2.0,-2.0,0.0,-2.0,0,0
846,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0,0
847,-2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,0.7000000000000002,-2.0,0.2999999999999998,-2.0,-2.0,0.0,-2.0,0,0
848,2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
849,0.0,0.0,1.0,1.2999999999999998,0.0,-2.0,-2.0,-2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,1,1
850,-0.30000000000000004,1.0,1.0,0.0,-1.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,-2.0,-2.0,0.2999999999999998,-2.0,1,1
851,2.0,2.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,1,0
852,2.0,-2.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
853,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.7000000000000002,0.0,-2.0,-2.0,-2.0,0.0,0,0
854,0.0,-1.0,0.0,0.7000000000000002,0.0,0.0,1.7000000000000002,-2.0,2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1,1
855,1.0,0.0,0.7000000000000002,0.2999999999999998,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,1.0,-2.0,1,1
856,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
857,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,0.0,-2.0,-2.0,1.0,-2.0,1,0
858,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,0,0
859,1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,0,0
860,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
861,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,1.2999999999999998,2.0,1.7000000000000002,-2.0,-2.0,-2.0,0.2999999999999998,0,0
862,0.0,-2.0,0.2999999999999998,0.0,0.0,1.0,-2.0,-2.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,1,1
863,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,0.7000000000000002,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,0,0
864,0.0,0.0,-1.0,0.0,-2.0,1.0,-2.0,-2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,-2.0,0,0
865,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,0,0
866,2.0,1.0,1.0,2.0,0.7000000000000002,2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
867,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
868,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,0,0
869,0.7000000000000002,2.0,0.0,1.0,0.0,0.7000000000000002,-2.0,-2.0,2.0,2.0,0.2999999999999998,-2.0,-2.0,1.0,-2.0,1,1
870,1.0,1.0,1.0,1.0,0.0,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,1,1
871,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,0,0
872,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,0.2999999999999998,-2.0,0,0
873,0.0,0.0,-0.7,0.0,1.0,-2.0,-2.0,-2.0,1.0,0.7000000000000002,-2.0,1.0,1.0,1.0,-2.0,1,1
874,2.0,0.0,0.7000000000000002,0.2999999999999998,1.0,2.0,-2.0,-2.0,2.0,2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,1,1
875,0.0,1.0,0.2999999999999998,1.0,-0.30000000000000004,1.7000000000000002,-2.0,1.7000000000000002,2.0,2.0,1.0,-2.0,-2.0,0.0,-2.0,1,1
876,-0.30000000000000004,-1.0,0.7000000000000002,0.0,0.0,-2.0,-2.0,-2.0,0.2999999999999998,1.0,-2.0,0.0,0.0,-2.0,-0.30000000000000004,1,1
877,-1.0,0.0,0.2999999999999998,-0.30000000000000004,-0.30000000000000004,0.7000000000000002,-2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,1,1
878,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0,0
879,2.0,2.0,2.0,2.0,0.7000000000000002,-2.0,2.0,-2.0,2.0,2.0,-2.0,1.7000000000000002,-2.0,2.0,-2.0,1,1
880,2.0,2.0,2.0,0.7000000000000002,1.7000000000000002,1.0,-2.0,-2.0,0.0,1.0,2.0,-2.0,-2.0,2.0,-2.0,1,0
881,0.0,-1.0,1.2999999999999998,0.2999999999999998,0.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,1,1
882,0.0,2.0,2.0,1.2999999999999998,2.0,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,1,1
883,-2.0,-1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,-2.0,-2.0,0.7000000000000002,-2.0,0,0
884,2.0,2.0,0.7000000000000002,0.0,-0.30000000000000004,0.7000000000000002,-2.0,-2.0,1.0,2.0,-2.0,0.0,0.0,-2.0,-2.0,1,1
885,1.0,1.0,0.2999999999999998,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
886,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,2.0,0.0,0.0,-2.0,-2.0,1.0,-2.0,0,0
887,-2.0,1.0,1.0,1.7000000000000002,-2.0,2.0,-2.0,-2.0,0.0,0.2999999999999998,1.0,0.7000000000000002,-2.0,1.0,-2.0,1,0
888,-2.0,0.0,1.0,0.2999999999999998,0.2999999999999998,0.0,-2.0,-2.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,1,1
889,1.0,1.0,1.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,1.7000000000000002,1.0,-2.0,-2.0,-2.0,0.0,1,1
890,-2.0,1.0,0.0,-2.0,-2.0,-2.0,-0.7,-2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,-2.0,0,0
891,0.0,0.0,1.0,-0.30000000000000004,-1.3,1.0,-2.0,-2.0,-2.0,2.0,-2.0,1.0,-2.0,0.2999999999999998,-2.0,1,1
892,0.0,0.0,-2.0,1.7000000000000002,1.0,2.0,-2.0,-2.0,1.0,0.0,0.0,-2.0,0.0,2.0,-2.0,1,1
893,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0,0
894,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,1.0,0.0,-2.0,2.0,-2.0,-2.0,-2.0,0,0
895,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,-2.0,1.0,1.2999999999999998,-2.0,-2.0,-2.0,2.0,-2.0,1,1
896,0.0,0.0,0.7000000000000002,0.0,-1.0,-2.0,-2.0,-2.0,1.2999999999999998,0.2999999999999998,-2.0,-2.0,-2.0,-1.0,1.2999999999999998,1,1
897,2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,0,0
898,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,-2.0,-2.0,-2.0,-1.3,-2.0,0,0
899,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,0,0
900,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,1.0,-2.0,0,0
901,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,2.0,-2.0,0,0
902,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,1.2999999999999998,2.0,-2.0,-2.0,1.0,-2.0,0,0
903,-0.30000000000000004,2.0,1.0,2.0,0.0,-2.0,-2.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,1,0
904,0.0,1.0,1.2999999999999998,1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,1.7000000000000002,-2.0,-2.0,1.2999999999999998,-2.0,1,1
905,-2.0,1.0,-0.30000000000000004,-1.0,-2.0,1.0,-2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,0
906,0.0,1.0,1.2999999999999998,1.2999999999999998,0.7000000000000002,-2.0,-2.0,-2.0,2.0,1.0,-2.0,-2.0,-2.0,-0.30000000000000004,-2.0,1,1
907,0.0,-0.30000000000000004,1.0,0.2999999999999998,-2.0,1.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1,0
908,0.0,1.0,0.2999999999999998,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-0.30000000000000004,1,1
909,0.7000000000000002,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0,0
910,1.0,-1.0,-2.0,-2.0,0.0,-2.0,1.7000000000000002,-2.0,2.0,2.0,0.0,-2.0,-2.0,1.0,-2.0,0,1
911,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0,1
912,-1.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,0,0
913,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
914,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
915,1.0,1.0,-0.30000000000000004,-0.7,-1.0,0.0,-2.0,-2.0,1.0,1.0,-2.0,0.0,0.0,0.0,-2.0,1,1
916,-0.30000000000000004,0.0,1.0,0.2999999999999998,0.0,1.7000000000000002,-2.0,-2.0,2.0,0.0,0.2999999999999998,-2.0,-2.0,0.0,-2.0,1,1
917,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,0,0
918,2.0,0.0,0.2999999999999998,0.0,-0.30000000000000004,1.0,-2.0,-2.0,2.0,1.0,1.0,-2.0,-2.0,1.0,-2.0,1,1
919,2.0,0.0,2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,1.0,2.0,-2.0,1.0,1.0,1.0,-2.0,1,1
920,1.0,1.0,0.2999999999999998,1.2999999999999998,1.7000000000000002,-2.0,-2.0,-2.0,2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,1.0,1,1
921,1.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,0.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,0,0
922,0.7000000000000002,1.0,1.0,1.2999999999999998,1.7000000000000002,2.0,-2.0,-2.0,2.0,-2.0,1.0,-2.0,-2.0,1.2999999999999998,-2.0,1,1
923,2.0,2.0,1.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,1.0,1.0,2.0,-2.0,1,1
924,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,1.0,-2.0,-2.0,1.0,1.0,-2.0,2.0,2.0,2.0,-2.0,0,0
925,2.0,2.0,1.2999999999999998,1.7000000000000002,0.2999999999999998,2.0,-2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,1,1
926,1.0,2.0,1.0,1.7000000000000002,1.0,-2.0,-2.0,-2.0,2.0,1.0,-2.0,0.0,0.0,-2.0,1.7000000000000002,1,1
927,2.0,0.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,1.0,1.0,-2.0,1.7000000000000002,1,0
928,1.0,-2.0,-2.0,-1.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0,0
929,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
930,2.0,2.0,2.0,2.0,0.0,2.0,-2.0,-2.0,2.0,1.0,-2.0,0.0,0.0,2.0,-2.0,1,1
931,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,-1.0,-2.0,0,0
932,1.0,1.0,-0.30000000000000004,0.7000000000000002,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,1,1
933,1.0,0.0,-0.7,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,-2.0,1,0
934,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0,0
935,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
936,-2.0,1.0,1.0,2.0,0.7000000000000002,1.0,-2.0,-2.0,2.0,2.0,-2.0,1.0,-2.0,-2.0,1.0,1,1
937,0.0,2.0,1.0,-2.0,0.0,-2.0,2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
938,-2.0,1.0,1.0,0.0,1.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
939,1.0,0.2999999999999998,0.7000000000000002,-0.30000000000000004,2.0,-2.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
940,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
941,2.0,1.0,2.0,0.2999999999999998,2.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,1,1
942,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,1.0,0.0,-2.0,2.0,-2.0,1.0,-2.0,0,0
943,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,-2.0,1,1
944,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0,0
945,-0.7,0.0,0.0,-0.30000000000000004,0.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,1,1
946,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,0,0
947,2.0,2.0,2.0,1.7000000000000002,1.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
948,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,-2.0,0,0
949,0.0,-0.30000000000000004,0.0,-0.30000000000000004,-2.0,1.2999999999999998,-2.0,-2.0,1.0,0.2999999999999998,0.0,-2.0,-2.0,-2.0,-0.7,0,0
950,-2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,1,1
951,2.0,1.0,2.0,2.0,1.0,1.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,1,1
952,1.0,0.0,1.2999999999999998,0.0,0.0,2.0,-2.0,-2.0,2.0,1.0,1.0,-2.0,-2.0,-1.0,-2.0,1,1
953,1.2999999999999998,1.0,2.0,1.7000000000000002,0.0,-2.0,-2.0,1.7000000000000002,2.0,2.0,-2.0,2.0,2.0,1.0,-2.0,1,1
954,-1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-0.30000000000000004,1.2999999999999998,-2.0,-2.0,-2.0,-0.7,0,0
955,2.0,2.0,1.0,-2.0,1.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,-2.0,1,1
956,2.0,1.0,-2.0,1.7000000000000002,2.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,0.0,0.0,2.0,-2.0,1,1
957,2.0,-2.0,-2.0,0.7000000000000002,-2.0,1.0,-2.0,-2.0,1.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,1,0
