,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355,cluster_label,graduated
0,1.0,1.0,1.0,1.0,2.0,-2.0,2.0,1.0,0.2999999999999998,-2.0,-2.0,1.0,1.0,0.7000000000000002,-1.3,-1.0,-2.0,-0.30000000000000004,-2.0,-2.0,0,0
1,1.0,0.0,0.0,0.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.7000000000000002,-2.0,0.0,0.0,0.7000000000000002,-2.0,1.0,-2.0,-2.0,1,1
2,0.0,1.0,0.0,0.2999999999999998,1.0,0.7000000000000002,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,1.0,2.0,1.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,0,1
3,0.7000000000000002,0.2999999999999998,1.0,1.0,2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,1.7000000000000002,0.7000000000000002,1.2999999999999998,2.0,-0.30000000000000004,-2.0,0.7000000000000002,-2.0,-2.0,0,1
4,1.0,1.0,0.0,0.0,2.0,-2.0,2.0,1.0,-2.0,0.0,-2.0,1.0,0.0,0.2999999999999998,-1.0,0.0,-2.0,0.0,-2.0,-2.0,0,0
5,1.0,2.0,0.0,1.0,2.0,-2.0,2.0,0.0,-2.0,-2.0,-2.0,0.7000000000000002,1.0,1.7000000000000002,0.7000000000000002,0.7000000000000002,-2.0,1.0,0.7000000000000002,-1.0,0,1
6,2.0,2.0,1.0,1.2999999999999998,2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,1.2999999999999998,2.0,1.7000000000000002,1.2999999999999998,2.0,-2.0,1.7000000000000002,1.7000000000000002,2.0,0,1
7,1.0,1.0,1.0,0.0,2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,1.7000000000000002,0.0,0.0,-0.7,-2.0,0.0,-2.0,-2.0,0,1
8,1.0,2.0,2.0,1.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,0.7000000000000002,2.0,0.0,0.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,0,1
9,0.0,-1.0,1.0,-0.30000000000000004,0.2999999999999998,-2.0,-2.0,-1.3,-2.0,-2.0,-2.0,0.0,1.7000000000000002,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
10,0.0,-0.30000000000000004,-2.0,0.0,0.0,-2.0,-2.0,1.0,-2.0,0.0,1.0,0.0,-2.0,0.7000000000000002,0.0,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,1,1
11,0.0,1.0,1.0,2.0,2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
12,0.0,-2.0,0.0,0.0,0.7000000000000002,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
13,1.0,2.0,1.0,2.0,1.0,-2.0,1.0,-2.0,0.0,-2.0,-2.0,1.2999999999999998,-2.0,1.0,0.0,-0.7,-2.0,-1.3,1.7000000000000002,0.0,0,1
14,2.0,1.0,1.0,2.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,1.2999999999999998,0.7000000000000002,0.2999999999999998,0.7000000000000002,-2.0,0.0,-2.0,1.7000000000000002,0,1
15,-2.0,0.0,2.0,1.0,2.0,-2.0,2.0,2.0,-2.0,1.0,-2.0,1.2999999999999998,2.0,1.0,1.7000000000000002,0.7000000000000002,-2.0,0.7000000000000002,-2.0,-2.0,0,0
16,-2.0,0.0,1.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,1.0,1.0,0.7000000000000002,-2.0,1.0,-2.0,-2.0,0,0
17,1.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,2.0,1.0,1.0,1.0,1.7000000000000002,-2.0,1.2999999999999998,-2.0,-2.0,0,1
18,1.0,1.0,1.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.2999999999999998,0.7000000000000002,-1.3,0.2999999999999998,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,1,1
19,0.7000000000000002,1.0,0.0,0.0,0.0,-2.0,2.0,1.0,-2.0,1.0,-2.0,0.0,0.2999999999999998,2.0,0.0,0.7000000000000002,-2.0,0.0,-2.0,-2.0,0,1
20,0.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,-0.7,0.2999999999999998,0.7000000000000002,0.0,-2.0,0.7000000000000002,-2.0,-2.0,1,1
21,1.0,0.0,0.0,1.0,1.0,-2.0,2.0,2.0,1.0,-2.0,-2.0,1.0,0.7000000000000002,0.7000000000000002,-2.0,0.2999999999999998,-2.0,0.2999999999999998,0.7000000000000002,1.0,0,1
22,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
23,2.0,2.0,1.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.2999999999999998,1.0,2.0,1.0,1.0,-2.0,0.7000000000000002,-2.0,-2.0,0,1
24,0.0,1.0,1.0,1.0,2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,1.0,0.2999999999999998,1.0,0.7000000000000002,-2.0,-0.30000000000000004,-2.0,-2.0,0,1
25,2.0,1.0,1.0,1.0,2.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
26,0.7000000000000002,-2.0,-2.0,1.0,1.0,-2.0,1.2999999999999998,0.2999999999999998,0.0,-2.0,-2.0,0.7000000000000002,1.0,0.7000000000000002,0.0,2.0,-2.0,1.0,0.7000000000000002,1.2999999999999998,0,1
27,0.0,1.0,0.0,1.0,0.0,-2.0,-2.0,1.0,-2.0,0.0,-2.0,1.0,1.7000000000000002,0.0,0.7000000000000002,1.0,-2.0,1.0,-2.0,-2.0,0,1
28,1.0,1.0,1.0,1.0,0.2999999999999998,-2.0,1.0,2.0,-2.0,0.0,-2.0,1.2999999999999998,2.0,1.2999999999999998,1.0,2.0,-2.0,1.2999999999999998,-2.0,-2.0,0,1
29,1.0,1.0,1.0,1.0,2.0,-2.0,2.0,0.0,0.0,-2.0,-2.0,1.0,-2.0,1.7000000000000002,1.0,-0.30000000000000004,-2.0,0.2999999999999998,-2.0,-2.0,0,1
30,0.0,0.0,0.0,1.7000000000000002,2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,0.0,0.7000000000000002,0.0,0.2999999999999998,-2.0,2.0,-2.0,-2.0,0,1
31,1.0,1.0,-2.0,1.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,0.7000000000000002,1.2999999999999998,2.0,1.0,1.0,-2.0,-0.30000000000000004,-2.0,-2.0,0,1
32,-2.0,0.0,2.0,2.0,-2.0,-2.0,0.2999999999999998,0.0,-2.0,-2.0,-2.0,0.2999999999999998,0.7000000000000002,1.0,1.2999999999999998,-0.30000000000000004,-2.0,-2.0,-2.0,-2.0,1,0
33,0.2999999999999998,1.2999999999999998,0.0,1.0,2.0,-2.0,1.7000000000000002,0.0,2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,1,0
34,1.2999999999999998,1.0,1.0,1.0,1.0,-2.0,1.0,0.0,2.0,-2.0,-2.0,1.2999999999999998,1.0,0.7000000000000002,-0.30000000000000004,0.7000000000000002,-2.0,0.2999999999999998,0.7000000000000002,2.0,0,0
35,1.0,1.0,1.0,0.0,2.0,-2.0,1.0,2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
36,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,-2.0,0.0,1.0,0.7000000000000002,2.0,1.7000000000000002,1.2999999999999998,-2.0,1.0,2.0,0.2999999999999998,0,1
37,0.0,0.0,1.2999999999999998,0.0,2.0,1.7000000000000002,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.2999999999999998,0.0,-2.0,-0.7,-2.0,-2.0,1,1
38,1.0,1.0,2.0,1.0,2.0,-2.0,2.0,2.0,0.0,-2.0,-2.0,1.2999999999999998,2.0,2.0,0.0,-0.30000000000000004,-2.0,1.0,1.0,1.2999999999999998,0,1
39,0.0,0.7000000000000002,1.0,-2.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,-2.0,-0.30000000000000004,1.0,1.0,-2.0,0.2999999999999998,-2.0,-2.0,1,1
40,0.0,-2.0,1.0,1.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
41,2.0,2.0,0.0,1.0,2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.7000000000000002,1.0,0.0,1.0,-2.0,1.0,-2.0,-2.0,0,0
42,2.0,1.0,1.0,1.0,1.0,-2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,1.2999999999999998,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
43,1.0,0.2999999999999998,0.0,0.0,2.0,-2.0,1.2999999999999998,0.0,-2.0,0.0,-2.0,0.0,0.7000000000000002,0.7000000000000002,0.0,0.0,-2.0,0.0,0.7000000000000002,1.0,0,1
44,1.0,2.0,2.0,1.2999999999999998,2.0,-2.0,2.0,1.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,1.2999999999999998,1.0,-2.0,0.2999999999999998,1.2999999999999998,1.0,0,1
45,1.0,0.0,0.0,2.0,2.0,-2.0,2.0,1.0,0.0,-2.0,-2.0,1.2999999999999998,0.2999999999999998,2.0,0.0,-0.30000000000000004,-2.0,0.0,-2.0,-2.0,0,1
46,1.0,1.0,2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,0.7000000000000002,1.2999999999999998,0.0,0.7000000000000002,-0.7,-2.0,0.2999999999999998,-2.0,-2.0,0,1
47,2.0,1.0,2.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,0.7000000000000002,0.7000000000000002,-2.0,0.2999999999999998,-2.0,-2.0,0,1
48,1.0,0.0,0.0,0.0,2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,0.7000000000000002,0.2999999999999998,0.7000000000000002,0.0,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,1,0
49,2.0,2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,1.7000000000000002,2.0,2.0,1.0,-2.0,1.7000000000000002,-2.0,-2.0,0,1
50,-2.0,1.0,1.0,0.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,-0.30000000000000004,0.0,0.0,-2.0,-0.7,-2.0,-2.0,1,1
51,0.0,0.0,0.2999999999999998,1.0,2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,-2.0,-0.7,-2.0,-2.0,-2.0,-2.0,1,0
52,1.2999999999999998,0.0,1.0,2.0,2.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,1.2999999999999998,0.0,2.0,1.2999999999999998,1.7000000000000002,-2.0,-0.30000000000000004,-2.0,-2.0,0,1
53,1.7000000000000002,2.0,0.2999999999999998,1.0,2.0,-2.0,-2.0,0.2999999999999998,-2.0,-2.0,-2.0,1.0,0.0,1.2999999999999998,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0
54,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
55,-1.0,0.0,0.7000000000000002,0.2999999999999998,-2.0,2.0,-2.0,1.0,-2.0,0.7000000000000002,-2.0,0.7000000000000002,1.2999999999999998,0.0,0.7000000000000002,-1.3,-2.0,-0.30000000000000004,-2.0,-2.0,1,1
56,0.0,1.0,0.0,1.0,2.0,-2.0,1.0,2.0,1.0,-2.0,-2.0,1.2999999999999998,-2.0,1.0,1.7000000000000002,1.7000000000000002,-2.0,1.7000000000000002,-2.0,-2.0,0,0
57,-2.0,-2.0,0.7000000000000002,1.0,-2.0,1.0,1.0,0.2999999999999998,0.0,-2.0,-2.0,2.0,-2.0,0.2999999999999998,0.0,-0.7,-2.0,0.0,0.2999999999999998,0.2999999999999998,1,1
58,1.0,1.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,1.0,0.2999999999999998,2.0,0.7000000000000002,0.7000000000000002,-2.0,1.0,1.2999999999999998,0.0,0,1
59,1.0,1.0,2.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,2.0,-0.30000000000000004,1.0,-2.0,0.2999999999999998,-2.0,-2.0,0,0
60,0.0,1.0,1.0,0.2999999999999998,1.7000000000000002,0.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,1.0,0.0,0.7000000000000002,1.0,0.7000000000000002,-2.0,-0.30000000000000004,-2.0,-2.0,0,1
61,1.0,1.0,2.0,2.0,2.0,-2.0,1.0,0.0,1.0,-2.0,-2.0,1.2999999999999998,0.2999999999999998,1.0,1.0,2.0,-2.0,1.0,-2.0,0.2999999999999998,0,1
62,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,-2.0,0.0,-2.0,1.0,0.0,1.0,0.0,0.0,-2.0,0.2999999999999998,1.0,0.7000000000000002,0,1
63,1.0,2.0,1.0,1.2999999999999998,-2.0,0.7000000000000002,1.2999999999999998,1.0,1.7000000000000002,-1.0,-2.0,1.0,2.0,2.0,1.0,1.0,-2.0,2.0,2.0,1.2999999999999998,0,1
64,2.0,2.0,0.0,1.0,2.0,-2.0,2.0,0.0,2.0,-2.0,-2.0,1.0,-2.0,2.0,1.2999999999999998,0.2999999999999998,-2.0,-0.30000000000000004,-2.0,-2.0,0,0
65,-2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,1.2999999999999998,-2.0,2.0,2.0,0.7000000000000002,1.0,1.0,0.0,2.0,-2.0,1.7000000000000002,-2.0,-2.0,0,1
66,-2.0,0.2999999999999998,1.0,2.0,2.0,1.2999999999999998,-2.0,2.0,-2.0,-2.0,-2.0,1.2999999999999998,1.2999999999999998,1.0,2.0,1.2999999999999998,-2.0,0.7000000000000002,-2.0,-2.0,0,1
67,1.0,1.0,0.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.0,2.0,0.0,0.7000000000000002,0.2999999999999998,-2.0,0.0,-2.0,-2.0,0,1
68,0.0,0.0,1.0,0.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,2.0,0.0,1.0,-0.30000000000000004,0.7000000000000002,-2.0,0.0,-2.0,-2.0,0,1
69,2.0,1.0,1.0,0.0,2.0,-2.0,2.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,2.0,1.7000000000000002,1.0,1.0,-2.0,1.2999999999999998,-2.0,-2.0,0,1
70,0.0,2.0,1.0,0.0,1.0,-2.0,2.0,2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
71,0.0,1.0,1.0,1.0,2.0,-2.0,1.2999999999999998,0.0,2.0,-2.0,-2.0,1.7000000000000002,1.0,0.7000000000000002,0.7000000000000002,1.0,-2.0,-0.30000000000000004,1.7000000000000002,1.0,0,1
72,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.7000000000000002,0.0,0.0,-0.7,0.0,-2.0,0.0,-2.0,-2.0,1,0
73,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
74,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,2.0,-2.0,-2.0,1.2999999999999998,-0.30000000000000004,-0.7,-0.7,-2.0,-2.0,-0.30000000000000004,-2.0,-2.0,1,0
75,2.0,0.0,1.2999999999999998,0.0,1.7000000000000002,1.0,-2.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,-2.0,1.0,1.0,0.7000000000000002,-2.0,0.7000000000000002,-2.0,-2.0,0,1
76,2.0,1.0,0.0,1.0,0.0,-2.0,2.0,0.0,-2.0,-2.0,-2.0,1.7000000000000002,1.0,1.0,0.7000000000000002,0.2999999999999998,-2.0,0.7000000000000002,-2.0,-2.0,0,1
77,2.0,2.0,1.0,2.0,2.0,-2.0,1.7000000000000002,2.0,-2.0,1.0,1.0,1.2999999999999998,2.0,1.0,1.7000000000000002,1.2999999999999998,-2.0,1.0,2.0,1.7000000000000002,0,1
78,1.0,0.0,0.0,2.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,-0.30000000000000004,0.0,0.0,-2.0,0.0,-2.0,-2.0,1,1
79,1.2999999999999998,2.0,1.0,1.2999999999999998,2.0,-2.0,2.0,2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,0,0
80,1.2999999999999998,2.0,1.0,1.0,-2.0,-2.0,1.0,0.7000000000000002,2.0,-2.0,-2.0,1.0,1.2999999999999998,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0,0
81,1.0,1.0,0.0,0.0,2.0,-2.0,2.0,0.0,1.0,-2.0,-2.0,0.7000000000000002,1.7000000000000002,1.2999999999999998,0.0,1.2999999999999998,-2.0,0.0,1.0,2.0,0,1
82,2.0,2.0,2.0,2.0,2.0,-2.0,1.0,2.0,-2.0,1.0,-2.0,0.7000000000000002,2.0,0.0,2.0,2.0,-2.0,1.0,-2.0,-2.0,0,1
83,1.0,0.0,0.0,1.0,1.0,-2.0,0.0,1.0,1.0,-2.0,-2.0,0.7000000000000002,0.0,0.7000000000000002,1.0,-0.30000000000000004,-2.0,0.2999999999999998,-1.0,0.7000000000000002,0,0
84,2.0,0.0,1.0,0.0,2.0,-2.0,1.0,1.0,1.0,-2.0,-2.0,1.7000000000000002,0.0,0.7000000000000002,1.7000000000000002,1.2999999999999998,-2.0,0.7000000000000002,1.2999999999999998,0.2999999999999998,0,0
85,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,0.7000000000000002,-2.0,-1.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,1,0
86,1.0,1.7000000000000002,2.0,0.2999999999999998,1.0,1.7000000000000002,0.7000000000000002,0.7000000000000002,-2.0,-2.0,-2.0,1.0,1.7000000000000002,0.7000000000000002,0.0,0.0,-2.0,0.7000000000000002,-0.30000000000000004,-0.30000000000000004,0,1
87,0.0,1.0,-0.30000000000000004,0.0,1.0,-2.0,1.7000000000000002,0.0,-2.0,-2.0,-2.0,1.7000000000000002,-0.30000000000000004,0.2999999999999998,-0.30000000000000004,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,0,0
88,0.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,-2.0,-2.0,1.2999999999999998,-2.0,1.0,-2.0,-2.0,1,1
89,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,0.0,2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.2999999999999998,-2.0,-0.7,-2.0,-2.0,1,1
90,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,2.0,2.0,-2.0,-2.0,1.2999999999999998,0.0,1.0,0.0,1.0,-2.0,-0.30000000000000004,1.7000000000000002,-1.0,0,1
91,1.2999999999999998,1.0,1.0,0.0,0.0,-2.0,-2.0,1.7000000000000002,-2.0,-2.0,-2.0,0.7000000000000002,0.0,0.7000000000000002,1.0,0.7000000000000002,-2.0,1.2999999999999998,-2.0,-2.0,0,1
92,2.0,2.0,2.0,1.0,-2.0,-2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,1.0,1.0,1.0,0.0,-2.0,1.2999999999999998,-2.0,-2.0,0,1
93,1.0,0.7000000000000002,1.2999999999999998,1.0,-2.0,-2.0,2.0,-2.0,1.2999999999999998,-2.0,-2.0,1.7000000000000002,1.0,0.0,-2.0,0.0,-2.0,0.2999999999999998,-2.0,-2.0,0,1
94,-2.0,1.0,1.2999999999999998,1.7000000000000002,2.0,-2.0,1.7000000000000002,0.7000000000000002,2.0,-2.0,-2.0,2.0,-2.0,2.0,-2.0,1.2999999999999998,-2.0,1.0,-2.0,-2.0,0,1
95,2.0,1.7000000000000002,2.0,2.0,2.0,-2.0,2.0,2.0,1.2999999999999998,-2.0,-2.0,1.7000000000000002,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.2999999999999998,-2.0,1.7000000000000002,1.2999999999999998,1.2999999999999998,0,0
96,1.0,0.0,-2.0,1.0,0.7000000000000002,-2.0,1.0,2.0,1.7000000000000002,-2.0,-2.0,1.2999999999999998,1.2999999999999998,1.0,-0.30000000000000004,1.0,-2.0,0.2999999999999998,0.0,2.0,0,1
97,1.0,1.0,0.7000000000000002,0.0,1.7000000000000002,-2.0,-2.0,1.7000000000000002,2.0,-2.0,-2.0,1.2999999999999998,1.2999999999999998,1.7000000000000002,1.7000000000000002,1.0,-2.0,1.7000000000000002,-2.0,-2.0,0,1
98,0.0,2.0,2.0,1.0,-2.0,-2.0,0.0,2.0,0.0,-2.0,-2.0,1.0,-2.0,1.7000000000000002,2.0,0.2999999999999998,-2.0,-2.0,-2.0,-2.0,0,0
99,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
100,1.0,1.2999999999999998,1.0,0.0,-1.0,-2.0,2.0,1.2999999999999998,1.0,-2.0,-2.0,1.2999999999999998,0.7000000000000002,0.2999999999999998,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0,0
101,0.0,0.0,1.0,1.0,0.0,-0.30000000000000004,-2.0,2.0,-2.0,-2.0,-2.0,1.0,-1.0,2.0,0.7000000000000002,-1.3,-2.0,1.0,-2.0,-2.0,0,1
102,2.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0,0.7000000000000002,2.0,1.7000000000000002,0.0,2.0,-2.0,0.2999999999999998,-2.0,-2.0,0,1
103,-2.0,0.0,0.0,1.0,0.0,-2.0,-2.0,1.0,-2.0,0.0,-2.0,1.2999999999999998,0.7000000000000002,0.7000000000000002,-0.30000000000000004,-0.30000000000000004,-2.0,0.2999999999999998,-2.0,-2.0,1,1
104,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,1.0,-2.0,-2.0,1.0,1.0,0.2999999999999998,1.0,1.2999999999999998,-2.0,0.7000000000000002,-2.0,-2.0,0,1
105,0.0,-1.0,0.0,1.0,1.0,-2.0,1.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.3,-2.0,-2.0,-2.0,-2.0,1,0
106,0.0,1.0,1.0,0.0,2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.7000000000000002,2.0,0.0,0.7000000000000002,0.0,-2.0,1.0,-2.0,-2.0,0,1
107,2.0,1.7000000000000002,1.0,0.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,1.2999999999999998,2.0,2.0,1.2999999999999998,2.0,-2.0,1.0,-2.0,-2.0,0,1
108,2.0,1.0,0.0,1.0,2.0,-2.0,1.0,2.0,0.0,-2.0,-2.0,1.2999999999999998,2.0,0.2999999999999998,0.2999999999999998,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,0,1
109,1.0,1.2999999999999998,2.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-0.30000000000000004,2.0,-2.0,0.7000000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,1,0
110,1.0,1.0,2.0,0.0,2.0,-2.0,2.0,2.0,1.0,-2.0,-2.0,0.2999999999999998,0.2999999999999998,1.0,0.0,0.0,-2.0,0.0,-0.30000000000000004,0.7000000000000002,0,1
111,1.0,1.2999999999999998,1.7000000000000002,1.0,2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,0.2999999999999998,1.0,1.0,0.0,0.0,-2.0,1.7000000000000002,-2.0,1.0,0,1
112,0.0,1.0,1.0,1.0,2.0,-2.0,-2.0,0.7000000000000002,-2.0,0.0,-2.0,1.0,-2.0,0.2999999999999998,0.2999999999999998,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,1,1
113,2.0,1.0,2.0,2.0,1.0,-2.0,1.0,1.0,0.0,-2.0,-2.0,0.2999999999999998,1.0,0.0,1.0,1.2999999999999998,-2.0,1.2999999999999998,-2.0,-2.0,0,1
114,0.0,-1.0,0.2999999999999998,0.0,1.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,1.0,1.2999999999999998,0.0,0.7000000000000002,0.0,-2.0,-0.30000000000000004,-2.0,-2.0,1,0
115,-2.0,-2.0,2.0,2.0,2.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,0.7000000000000002,0.0,1.7000000000000002,-2.0,0.0,1.0,2.0,0,1
116,1.0,0.0,2.0,2.0,1.7000000000000002,-2.0,0.7000000000000002,1.0,-2.0,-2.0,-2.0,0.0,2.0,1.0,0.0,0.0,-2.0,0.2999999999999998,-2.0,-2.0,0,1
117,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,1.2999999999999998,1.0,0.7000000000000002,0.0,0.0,-2.0,0.2999999999999998,-2.0,-2.0,0,1
118,2.0,2.0,2.0,2.0,1.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.7000000000000002,0.2999999999999998,0.0,-2.0,1.0,-2.0,-2.0,0,1
119,1.0,2.0,1.0,1.0,2.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,0.7000000000000002,0.0,0.0,0.2999999999999998,0.2999999999999998,-2.0,-1.0,-2.0,-2.0,0,1
120,-2.0,2.0,2.0,1.0,1.0,-2.0,1.0,1.0,0.2999999999999998,-2.0,-2.0,0.2999999999999998,0.0,1.2999999999999998,2.0,2.0,-2.0,0.7000000000000002,2.0,1.2999999999999998,0,1
121,1.0,1.0,2.0,1.0,1.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,1.0,0.2999999999999998,0.0,0.2999999999999998,1.7000000000000002,-2.0,0.0,-2.0,-2.0,0,1
122,1.7000000000000002,1.2999999999999998,0.2999999999999998,1.7000000000000002,2.0,-2.0,1.2999999999999998,1.2999999999999998,1.2999999999999998,-2.0,-2.0,1.2999999999999998,1.7000000000000002,1.0,0.7000000000000002,1.2999999999999998,-2.0,0.2999999999999998,0.7000000000000002,2.0,0,0
